what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1738212139180
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738212143611
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212144382
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738212152777
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212174375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738212191602
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212197513
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738212200438
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212215032
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212216271
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738212317428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738212450891
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738212451590
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738212452493
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738212453115
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1738212537885
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212542923
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212543003
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1738212550859
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212579426
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212602425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212614618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212619266
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212624238
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738212632092
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212665707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212674221
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1738212676665
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212681887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738212731456
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212747839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212752094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212754120
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212756024
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212762010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212786771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1738212791303
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212793964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212810406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212815159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738212817008
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738212971187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213147119
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213149318
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213191462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213199177
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213227739
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213231688
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213257197
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213264316
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213309069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213433771
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213545222
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213561644
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213612904
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213613624
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213614455
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213615539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213616594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213646414
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213646829
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213660336
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213662055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213663494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213722632
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213725496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213757561
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213838325
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213844298
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213844656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213856468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213868863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213875902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213876551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213881623
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213887896
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213911739
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213913239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213919320
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213935467
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213938865
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213957131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213958704
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738213964264
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213965368
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738213969427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213969838
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213970382
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213970910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213972122
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738213974319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738213982251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214045416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214064720
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214065876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214066439
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214078445
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214085137
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1738214090537
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1738214095716
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1738214099258
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1738214104706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214141353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214178546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214232016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214233080
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214233345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214409513
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214410442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1738214457566
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214458944
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1738214491485
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214491516
closed,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1738214491554
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1738214494608
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494623
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1738214494635
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494691
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494735
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494778
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494820
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494865
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494911
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1738214494957
